courseid,title,startdate,grade,instructorid,instructorfirst,instructorlast,instructortitle,studentid,gender,age,admissionyear
325,Engineering Entrepreneurship,2014-9-15,3.9,11,Mike,Marion,Clinical Professor,90,F,22,2007
325,Engineering Entrepreneurship,2014-9-15,2.4,11,Mike,Marion,Clinical Professor,92,M,20,2010
325,Engineering Entrepreneurship,2014-9-15,3.5,11,Mike,Marion,Clinical Professor,94,F,17,2011
341,Social Networks Analysis,2015-3-12,1.6,4,Hassan,Caliban,Professor,0,F,19,2011
341,Social Networks Analysis,2015-3-12,2.8,4,Hassan,Caliban,Professor,1,M,17,2011
341,Social Networks Analysis,2015-3-12,1.8,4,Hassan,Caliban,Professor,7,F,18,2011
341,Social Networks Analysis,2015-3-12,3.5,4,Hassan,Caliban,Professor,9,F,21,2007
341,Social Networks Analysis,2015-3-12,3.8,4,Hassan,Caliban,Professor,12,M,19,2011
341,Social Networks Analysis,2015-3-12,1,4,Hassan,Caliban,Professor,13,F,18,2010
341,Social Networks Analysis,2015-3-12,2.8,4,Hassan,Caliban,Professor,16,M,17,2011
341,Social Networks Analysis,2015-3-12,1.4,4,Hassan,Caliban,Professor,17,F,20,2011
341,Social Networks Analysis,2015-3-12,1.6,4,Hassan,Caliban,Professor,18,M,20,2011
341,Social Networks Analysis,2015-3-12,3.7,4,Hassan,Caliban,Professor,19,F,21,2010
341,Social Networks Analysis,2015-3-12,3.1,4,Hassan,Caliban,Professor,21,M,22,2008
341,Social Networks Analysis,2015-3-12,1,4,Hassan,Caliban,Professor,22,F,16,2011
341,Social Networks Analysis,2015-3-12,3,4,Hassan,Caliban,Professor,23,F,20,2009
341,Social Networks Analysis,2015-3-12,3.4,4,Hassan,Caliban,Professor,34,F,22,2009
341,Social Networks Analysis,2015-3-12,3.5,4,Hassan,Caliban,Professor,37,F,23,2007
341,Social Networks Analysis,2015-3-12,2.8,4,Hassan,Caliban,Professor,38,M,23,2008
341,Social Networks Analysis,2015-3-12,2.7,4,Hassan,Caliban,Professor,39,M,21,2010
341,Social Networks Analysis,2015-3-12,3.5,4,Hassan,Caliban,Professor,40,M,18,2010
341,Social Networks Analysis,2015-3-12,3.1,4,Hassan,Caliban,Professor,42,F,,2011
341,Social Networks Analysis,2015-3-12,1.1,4,Hassan,Caliban,Professor,43,M,17,2011
341,Social Networks Analysis,2015-3-12,2.5,4,Hassan,Caliban,Professor,47,F,16,2011
341,Social Networks Analysis,2015-3-12,2.3,4,Hassan,Caliban,Professor,50,F,18,2009
341,Social Networks Analysis,2015-3-12,1.1,4,Hassan,Caliban,Professor,52,M,18,2010
341,Social Networks Analysis,2015-3-12,1.8,4,Hassan,Caliban,Professor,53,F,19,2009
341,Social Networks Analysis,2015-3-12,2.7,4,Hassan,Caliban,Professor,54,F,17,2011
341,Social Networks Analysis,2015-3-12,2.8,4,Hassan,Caliban,Professor,55,F,21,2010
341,Social Networks Analysis,2015-3-12,3.8,4,Hassan,Caliban,Professor,57,,18,2011
341,Social Networks Analysis,2015-3-12,3.7,4,Hassan,Caliban,Professor,59,F,18,2009
341,Social Networks Analysis,2015-3-12,3.6,4,Hassan,Caliban,Professor,60,F,18,2010
341,Social Networks Analysis,2015-3-12,2.8,4,Hassan,Caliban,Professor,63,M,21,2007
341,Social Networks Analysis,2015-3-12,2.6,4,Hassan,Caliban,Professor,69,F,17,2011
341,Social Networks Analysis,2015-3-12,3.3,4,Hassan,Caliban,Professor,71,F,20,2010
341,Social Networks Analysis,2015-3-12,3.6,4,Hassan,Caliban,Professor,73,M,22,2007
341,Social Networks Analysis,2015-3-12,1.5,4,Hassan,Caliban,Professor,76,F,19,2008
341,Social Networks Analysis,2015-3-12,1.7,4,Hassan,Caliban,Professor,79,F,22,2007
341,Social Networks Analysis,2015-3-12,1.1,4,Hassan,Caliban,Professor,82,F,23,2008
341,Social Networks Analysis,2015-3-12,2.4,4,Hassan,Caliban,Professor,83,M,,2009
341,Social Networks Analysis,2015-3-12,4,4,Hassan,Caliban,Professor,88,F,17,2011
341,Social Networks Analysis,2015-3-12,2.2,4,Hassan,Caliban,Professor,89,F,18,2011
341,Social Networks Analysis,2015-3-12,2.7,4,Hassan,Caliban,Professor,90,F,22,2007
341,Social Networks Analysis,2015-3-12,1.6,4,Hassan,Caliban,Professor,94,F,17,2011
341,Social Networks Analysis,2015-3-12,2.5,4,Hassan,Caliban,Professor,95,M,23,2008
315,Stochastic Models and Simulation,2015-9-20,2.7,13,Ohad,Peterson,Assistant Professor,3,F,22,2009
315,Stochastic Models and Simulation,2015-9-20,3.8,13,Ohad,Peterson,Assistant Professor,13,F,18,2010
315,Stochastic Models and Simulation,2015-9-20,3.7,13,Ohad,Peterson,Assistant Professor,16,M,17,2011
315,Stochastic Models and Simulation,2015-9-20,2.7,13,Ohad,Peterson,Assistant Professor,17,F,20,2011
315,Stochastic Models and Simulation,2015-9-20,1.5,13,Ohad,Peterson,Assistant Professor,19,F,21,2010
315,Stochastic Models and Simulation,2015-9-20,3,13,Ohad,Peterson,Assistant Professor,30,F,21,2010
315,Stochastic Models and Simulation,2015-9-20,3.8,13,Ohad,Peterson,Assistant Professor,32,F,17,2011
315,Stochastic Models and Simulation,2015-9-20,2.6,13,Ohad,Peterson,Assistant Professor,41,M,17,2011
315,Stochastic Models and Simulation,2015-9-20,1.9,13,Ohad,Peterson,Assistant Professor,44,F,21,2010
315,Stochastic Models and Simulation,2015-9-20,2.9,13,Ohad,Peterson,Assistant Professor,45,M,18,2011
315,Stochastic Models and Simulation,2015-9-20,2,13,Ohad,Peterson,Assistant Professor,47,F,16,2011
315,Stochastic Models and Simulation,2015-9-20,1.3,13,Ohad,Peterson,Assistant Professor,48,M,22,2009
315,Stochastic Models and Simulation,2015-9-20,2.6,13,Ohad,Peterson,Assistant Professor,53,F,19,2009
315,Stochastic Models and Simulation,2015-9-20,1.6,13,Ohad,Peterson,Assistant Professor,56,M,20,2009
315,Stochastic Models and Simulation,2015-9-20,2,13,Ohad,Peterson,Assistant Professor,57,,18,2011
315,Stochastic Models and Simulation,2015-9-20,2.4,13,Ohad,Peterson,Assistant Professor,60,F,18,2010
315,Stochastic Models and Simulation,2015-9-20,2.8,13,Ohad,Peterson,Assistant Professor,64,F,16,2011
315,Stochastic Models and Simulation,2015-9-20,1.6,13,Ohad,Peterson,Assistant Professor,69,F,17,2011
315,Stochastic Models and Simulation,2015-9-20,2.5,13,Ohad,Peterson,Assistant Professor,71,F,20,2010
315,Stochastic Models and Simulation,2015-9-20,3.8,13,Ohad,Peterson,Assistant Professor,72,M,19,2010
315,Stochastic Models and Simulation,2015-9-20,1.8,13,Ohad,Peterson,Assistant Professor,77,F,18,2010
315,Stochastic Models and Simulation,2015-9-20,2.5,13,Ohad,Peterson,Assistant Professor,80,M,20,2011
315,Stochastic Models and Simulation,2015-9-20,2.2,13,Ohad,Peterson,Assistant Professor,84,M,19,2009
315,Stochastic Models and Simulation,2015-9-20,3.3,13,Ohad,Peterson,Assistant Professor,85,M,20,2010
315,Stochastic Models and Simulation,2015-9-20,1.4,13,Ohad,Peterson,Assistant Professor,86,M,22,2007
315,Stochastic Models and Simulation,2015-9-20,2.5,13,Ohad,Peterson,Assistant Professor,87,M,20,2007
315,Stochastic Models and Simulation,2015-9-20,1.2,13,Ohad,Peterson,Assistant Professor,88,F,17,2011
315,Stochastic Models and Simulation,2015-9-20,3.2,13,Ohad,Peterson,Assistant Professor,89,F,18,2011
315,Stochastic Models and Simulation,2015-9-20,2.9,13,Ohad,Peterson,Assistant Professor,98,M,21,2007
385,Introduction to Health Systems Engineering,2015-1-7,3.9,12,Neil,Mehrotra,Professor,3,F,22,2009
385,Introduction to Health Systems Engineering,2015-1-7,1.3,12,Neil,Mehrotra,Professor,10,M,21,2009
385,Introduction to Health Systems Engineering,2015-1-7,1,12,Neil,Mehrotra,Professor,11,F,24,2007
385,Introduction to Health Systems Engineering,2015-1-7,1.7,12,Neil,Mehrotra,Professor,18,M,20,2011
385,Introduction to Health Systems Engineering,2015-1-7,3.3,12,Neil,Mehrotra,Professor,21,M,22,2008
385,Introduction to Health Systems Engineering,2015-1-7,3,12,Neil,Mehrotra,Professor,26,F,16,2011
385,Introduction to Health Systems Engineering,2015-1-7,1.9,12,Neil,Mehrotra,Professor,28,M,21,2007
385,Introduction to Health Systems Engineering,2015-1-7,1.9,12,Neil,Mehrotra,Professor,30,F,21,2010
385,Introduction to Health Systems Engineering,2015-1-7,3.7,12,Neil,Mehrotra,Professor,32,F,17,2011
385,Introduction to Health Systems Engineering,2015-1-7,3.1,12,Neil,Mehrotra,Professor,33,F,21,2010
385,Introduction to Health Systems Engineering,2015-1-7,1.6,12,Neil,Mehrotra,Professor,34,F,22,2009
385,Introduction to Health Systems Engineering,2015-1-7,3.4,12,Neil,Mehrotra,Professor,39,M,21,2010
385,Introduction to Health Systems Engineering,2015-1-7,3.7,12,Neil,Mehrotra,Professor,40,M,18,2010
385,Introduction to Health Systems Engineering,2015-1-7,2.1,12,Neil,Mehrotra,Professor,43,M,17,2011
385,Introduction to Health Systems Engineering,2015-1-7,2.3,12,Neil,Mehrotra,Professor,51,F,17,2011
385,Introduction to Health Systems Engineering,2015-1-7,2.9,12,Neil,Mehrotra,Professor,55,F,21,2010
385,Introduction to Health Systems Engineering,2015-1-7,1.6,12,Neil,Mehrotra,Professor,58,F,21,2010
385,Introduction to Health Systems Engineering,2015-1-7,2.9,12,Neil,Mehrotra,Professor,61,F,19,2010
385,Introduction to Health Systems Engineering,2015-1-7,2.5,12,Neil,Mehrotra,Professor,64,F,16,2011
385,Introduction to Health Systems Engineering,2015-1-7,3.3,12,Neil,Mehrotra,Professor,66,F,20,2010
385,Introduction to Health Systems Engineering,2015-1-7,1.4,12,Neil,Mehrotra,Professor,67,F,18,2011
385,Introduction to Health Systems Engineering,2015-1-7,2.7,12,Neil,Mehrotra,Professor,75,M,19,2008
385,Introduction to Health Systems Engineering,2015-1-7,3.1,12,Neil,Mehrotra,Professor,78,M,22,2008
385,Introduction to Health Systems Engineering,2015-1-7,2.2,12,Neil,Mehrotra,Professor,85,M,20,2010
385,Introduction to Health Systems Engineering,2015-1-7,2.8,12,Neil,Mehrotra,Professor,90,F,22,2007
385,Introduction to Health Systems Engineering,2015-1-7,2,12,Neil,Mehrotra,Professor,96,M,22,2008
385,Introduction to Health Systems Engineering,2015-1-7,3,12,Neil,Mehrotra,Professor,98,M,21,2007
382,Production Planning and Scheduling,2014-3-12,2.8,7,Ali,Iravani,Professor,0,F,19,2011
383,Service Operations Management,2014-3-12,1,7,Ali,Iravani,Professor,0,F,19,2011
383,Service Operations Management,2014-3-12,2.8,7,Ali,Iravani,Professor,2,F,20,2009
382,Production Planning and Scheduling,2014-3-12,3.6,7,Ali,Iravani,Professor,6,,16,2011
382,Production Planning and Scheduling,2014-3-12,1.1,7,Ali,Iravani,Professor,8,F,18,2011
383,Service Operations Management,2014-3-12,3,7,Ali,Iravani,Professor,8,F,18,2011
382,Production Planning and Scheduling,2014-3-12,3.6,7,Ali,Iravani,Professor,10,M,21,2009
383,Service Operations Management,2014-3-12,2.2,7,Ali,Iravani,Professor,10,M,21,2009
383,Service Operations Management,2014-3-12,1.1,7,Ali,Iravani,Professor,11,F,24,2007
383,Service Operations Management,2014-3-12,3.9,7,Ali,Iravani,Professor,14,F,20,2008
382,Production Planning and Scheduling,2014-3-12,1.8,7,Ali,Iravani,Professor,15,M,18,2009
383,Service Operations Management,2014-3-12,2.2,7,Ali,Iravani,Professor,16,M,17,2011
383,Service Operations Management,2014-3-12,3.5,7,Ali,Iravani,Professor,17,F,20,2011
382,Production Planning and Scheduling,2014-3-12,2.1,7,Ali,Iravani,Professor,19,F,21,2010
382,Production Planning and Scheduling,2014-3-12,1.7,7,Ali,Iravani,Professor,21,M,22,2008
383,Service Operations Management,2014-3-12,4,7,Ali,Iravani,Professor,21,M,22,2008
383,Service Operations Management,2014-3-12,2.4,7,Ali,Iravani,Professor,23,F,20,2009
382,Production Planning and Scheduling,2014-3-12,2,7,Ali,Iravani,Professor,24,F,21,2010
383,Service Operations Management,2014-3-12,3.4,7,Ali,Iravani,Professor,28,M,21,2007
382,Production Planning and Scheduling,2014-3-12,3.7,7,Ali,Iravani,Professor,29,F,20,2008
383,Service Operations Management,2014-3-12,1.3,7,Ali,Iravani,Professor,29,F,20,2008
382,Production Planning and Scheduling,2014-3-12,2.1,7,Ali,Iravani,Professor,35,F,21,2008
383,Service Operations Management,2014-3-12,3.8,7,Ali,Iravani,Professor,35,F,21,2008
382,Production Planning and Scheduling,2014-3-12,1.7,7,Ali,Iravani,Professor,36,M,20,2009
383,Service Operations Management,2014-3-12,3,7,Ali,Iravani,Professor,36,M,20,2009
382,Production Planning and Scheduling,2014-3-12,1.6,7,Ali,Iravani,Professor,37,F,23,2007
382,Production Planning and Scheduling,2014-3-12,3.6,7,Ali,Iravani,Professor,40,M,18,2010
382,Production Planning and Scheduling,2014-3-12,2.5,7,Ali,Iravani,Professor,42,F,,2011
383,Service Operations Management,2014-3-12,4,7,Ali,Iravani,Professor,43,M,17,2011
382,Production Planning and Scheduling,2014-3-12,3.2,7,Ali,Iravani,Professor,44,F,21,2010
383,Service Operations Management,2014-3-12,1.8,7,Ali,Iravani,Professor,45,M,18,2011
382,Production Planning and Scheduling,2014-3-12,2.1,7,Ali,Iravani,Professor,47,F,16,2011
383,Service Operations Management,2014-3-12,2.6,7,Ali,Iravani,Professor,47,F,16,2011
382,Production Planning and Scheduling,2014-3-12,1.6,7,Ali,Iravani,Professor,48,M,22,2009
383,Service Operations Management,2014-3-12,1.4,7,Ali,Iravani,Professor,49,M,22,2008
383,Service Operations Management,2014-3-12,3.3,7,Ali,Iravani,Professor,51,F,17,2011
382,Production Planning and Scheduling,2014-3-12,2.4,7,Ali,Iravani,Professor,52,M,18,2010
383,Service Operations Management,2014-3-12,1.5,7,Ali,Iravani,Professor,53,F,19,2009
382,Production Planning and Scheduling,2014-3-12,1.9,7,Ali,Iravani,Professor,54,F,17,2011
383,Service Operations Management,2014-3-12,3.8,7,Ali,Iravani,Professor,56,M,20,2009
383,Service Operations Management,2014-3-12,3.8,7,Ali,Iravani,Professor,57,,18,2011
382,Production Planning and Scheduling,2014-3-12,2.1,7,Ali,Iravani,Professor,58,F,21,2010
383,Service Operations Management,2014-3-12,3.2,7,Ali,Iravani,Professor,59,F,18,2009
382,Production Planning and Scheduling,2014-3-12,3,7,Ali,Iravani,Professor,60,F,18,2010
383,Service Operations Management,2014-3-12,2.2,7,Ali,Iravani,Professor,61,F,19,2010
382,Production Planning and Scheduling,2014-3-12,2.4,7,Ali,Iravani,Professor,63,M,21,2007
383,Service Operations Management,2014-3-12,3,7,Ali,Iravani,Professor,63,M,21,2007
383,Service Operations Management,2014-3-12,2.3,7,Ali,Iravani,Professor,66,F,20,2010
383,Service Operations Management,2014-3-12,2.8,7,Ali,Iravani,Professor,67,F,18,2011
382,Production Planning and Scheduling,2014-3-12,3.5,7,Ali,Iravani,Professor,68,F,18,2010
382,Production Planning and Scheduling,2014-3-12,3.9,7,Ali,Iravani,Professor,69,F,17,2011
383,Service Operations Management,2014-3-12,3,7,Ali,Iravani,Professor,69,F,17,2011
383,Service Operations Management,2014-3-12,2.7,7,Ali,Iravani,Professor,72,M,19,2010
382,Production Planning and Scheduling,2014-3-12,2.7,7,Ali,Iravani,Professor,74,F,22,2009
383,Service Operations Management,2014-3-12,2.2,7,Ali,Iravani,Professor,75,M,19,2008
382,Production Planning and Scheduling,2014-3-12,1.6,7,Ali,Iravani,Professor,76,F,19,2008
383,Service Operations Management,2014-3-12,3.4,7,Ali,Iravani,Professor,76,F,19,2008
382,Production Planning and Scheduling,2014-3-12,2.9,7,Ali,Iravani,Professor,78,M,22,2008
383,Service Operations Management,2014-3-12,1.4,7,Ali,Iravani,Professor,78,M,22,2008
382,Production Planning and Scheduling,2014-3-12,1.2,7,Ali,Iravani,Professor,79,F,22,2007
383,Service Operations Management,2014-3-12,2.5,7,Ali,Iravani,Professor,81,F,20,2009
382,Production Planning and Scheduling,2014-3-12,3.6,7,Ali,Iravani,Professor,83,M,,2009
383,Service Operations Management,2014-3-12,2.6,7,Ali,Iravani,Professor,83,M,,2009
383,Service Operations Management,2014-3-12,3.9,7,Ali,Iravani,Professor,84,M,19,2009
382,Production Planning and Scheduling,2014-3-12,3.6,7,Ali,Iravani,Professor,85,M,20,2010
383,Service Operations Management,2014-3-12,1.4,7,Ali,Iravani,Professor,85,M,20,2010
382,Production Planning and Scheduling,2014-3-12,1.2,7,Ali,Iravani,Professor,88,F,17,2011
383,Service Operations Management,2014-3-12,3,7,Ali,Iravani,Professor,88,F,17,2011
383,Service Operations Management,2014-3-12,1.2,7,Ali,Iravani,Professor,90,F,22,2007
382,Production Planning and Scheduling,2014-3-12,1.5,7,Ali,Iravani,Professor,93,M,18,2009
383,Service Operations Management,2014-3-12,1.7,7,Ali,Iravani,Professor,93,M,18,2009
382,Production Planning and Scheduling,2014-3-12,3.5,7,Ali,Iravani,Professor,94,F,17,2011
382,Production Planning and Scheduling,2014-3-12,3.2,7,Ali,Iravani,Professor,96,M,22,2008
383,Service Operations Management,2014-3-12,3.9,7,Ali,Iravani,Professor,98,M,21,2007
210,"Methods, Standards and Work Design",,3.8,0,TBD,TBD,TBD,2,F,20,2009
307,Quality Improvement by Experimental Design,2014-1-10,4,0,TBD,TBD,TBD,2,F,20,2009
210,"Methods, Standards and Work Design",,3.4,0,TBD,TBD,TBD,3,F,22,2009
210,"Methods, Standards and Work Design",,3.3,0,TBD,TBD,TBD,4,F,17,2010
225,Principles of Entrepreneurship,2016-1-6,3.6,0,TBD,TBD,TBD,4,F,17,2010
307,Quality Improvement by Experimental Design,2014-1-10,3.8,0,TBD,TBD,TBD,4,F,17,2010
210,"Methods, Standards and Work Design",,3.6,0,TBD,TBD,TBD,6,,16,2011
225,Principles of Entrepreneurship,2016-1-6,3.8,0,TBD,TBD,TBD,8,F,18,2011
210,"Methods, Standards and Work Design",,3.7,0,TBD,TBD,TBD,9,F,21,2007
210,"Methods, Standards and Work Design",,3.9,0,TBD,TBD,TBD,11,F,24,2007
225,Principles of Entrepreneurship,2016-1-6,4,0,TBD,TBD,TBD,12,M,19,2011
210,"Methods, Standards and Work Design",,3.3,0,TBD,TBD,TBD,15,M,18,2009
225,Principles of Entrepreneurship,2016-1-6,2,0,TBD,TBD,TBD,16,M,17,2011
225,Principles of Entrepreneurship,2016-1-6,1.8,0,TBD,TBD,TBD,18,M,20,2011
307,Quality Improvement by Experimental Design,2014-1-10,2.8,0,TBD,TBD,TBD,19,F,21,2010
225,Principles of Entrepreneurship,2016-1-6,1.7,0,TBD,TBD,TBD,20,F,18,2010
210,"Methods, Standards and Work Design",,1.4,0,TBD,TBD,TBD,24,F,21,2010
225,Principles of Entrepreneurship,2016-1-6,2.5,0,TBD,TBD,TBD,24,F,21,2010
307,Quality Improvement by Experimental Design,2014-1-10,2,0,TBD,TBD,TBD,24,F,21,2010
210,"Methods, Standards and Work Design",,3.6,0,TBD,TBD,TBD,26,F,16,2011
225,Principles of Entrepreneurship,2016-1-6,2.3,0,TBD,TBD,TBD,26,F,16,2011
307,Quality Improvement by Experimental Design,2014-1-10,3.9,0,TBD,TBD,TBD,26,F,16,2011
225,Principles of Entrepreneurship,2016-1-6,2.8,0,TBD,TBD,TBD,28,M,21,2007
307,Quality Improvement by Experimental Design,2014-1-10,1.9,0,TBD,TBD,TBD,28,M,21,2007
210,"Methods, Standards and Work Design",,2.4,0,TBD,TBD,TBD,30,F,21,2010
210,"Methods, Standards and Work Design",,1.5,0,TBD,TBD,TBD,31,F,21,2007
210,"Methods, Standards and Work Design",,2.3,0,TBD,TBD,TBD,32,F,17,2011
307,Quality Improvement by Experimental Design,2014-1-10,2.9,0,TBD,TBD,TBD,32,F,17,2011
225,Principles of Entrepreneurship,2016-1-6,3.7,0,TBD,TBD,TBD,33,F,21,2010
307,Quality Improvement by Experimental Design,2014-1-10,3.7,0,TBD,TBD,TBD,34,F,22,2009
210,"Methods, Standards and Work Design",,1.9,0,TBD,TBD,TBD,35,F,21,2008
225,Principles of Entrepreneurship,2016-1-6,3.9,0,TBD,TBD,TBD,35,F,21,2008
307,Quality Improvement by Experimental Design,2014-1-10,3.4,0,TBD,TBD,TBD,36,M,20,2009
210,"Methods, Standards and Work Design",,3.6,0,TBD,TBD,TBD,39,M,21,2010
307,Quality Improvement by Experimental Design,2014-1-10,1.3,0,TBD,TBD,TBD,39,M,21,2010
225,Principles of Entrepreneurship,2016-1-6,1.1,0,TBD,TBD,TBD,40,M,18,2010
307,Quality Improvement by Experimental Design,2014-1-10,2.4,0,TBD,TBD,TBD,40,M,18,2010
210,"Methods, Standards and Work Design",,3.9,0,TBD,TBD,TBD,41,M,17,2011
225,Principles of Entrepreneurship,2016-1-6,3.8,0,TBD,TBD,TBD,42,F,,2011
307,Quality Improvement by Experimental Design,2014-1-10,3.4,0,TBD,TBD,TBD,42,F,,2011
225,Principles of Entrepreneurship,2016-1-6,1.7,0,TBD,TBD,TBD,44,F,21,2010
225,Principles of Entrepreneurship,2016-1-6,1.1,0,TBD,TBD,TBD,45,M,18,2011
307,Quality Improvement by Experimental Design,2014-1-10,3.8,0,TBD,TBD,TBD,46,F,22,2008
225,Principles of Entrepreneurship,2016-1-6,3.5,0,TBD,TBD,TBD,47,F,16,2011
210,"Methods, Standards and Work Design",,3.9,0,TBD,TBD,TBD,48,M,22,2009
225,Principles of Entrepreneurship,2016-1-6,3.5,0,TBD,TBD,TBD,48,M,22,2009
307,Quality Improvement by Experimental Design,2014-1-10,3.1,0,TBD,TBD,TBD,48,M,22,2009
210,"Methods, Standards and Work Design",,3.6,0,TBD,TBD,TBD,51,F,17,2011
225,Principles of Entrepreneurship,2016-1-6,2.8,0,TBD,TBD,TBD,53,F,19,2009
210,"Methods, Standards and Work Design",,2.8,0,TBD,TBD,TBD,55,F,21,2010
307,Quality Improvement by Experimental Design,2014-1-10,1.6,0,TBD,TBD,TBD,55,F,21,2010
210,"Methods, Standards and Work Design",,3.1,0,TBD,TBD,TBD,56,M,20,2009
225,Principles of Entrepreneurship,2016-1-6,1.2,0,TBD,TBD,TBD,56,M,20,2009
307,Quality Improvement by Experimental Design,2014-1-10,1.8,0,TBD,TBD,TBD,56,M,20,2009
307,Quality Improvement by Experimental Design,2014-1-10,2.4,0,TBD,TBD,TBD,56,M,20,2009
225,Principles of Entrepreneurship,2016-1-6,2,0,TBD,TBD,TBD,57,,18,2011
210,"Methods, Standards and Work Design",,3.1,0,TBD,TBD,TBD,60,F,18,2010
307,Quality Improvement by Experimental Design,2014-1-10,1.8,0,TBD,TBD,TBD,61,F,19,2010
210,"Methods, Standards and Work Design",,3.7,0,TBD,TBD,TBD,62,M,19,2009
225,Principles of Entrepreneurship,2016-1-6,3.4,0,TBD,TBD,TBD,63,M,21,2007
307,Quality Improvement by Experimental Design,2014-1-10,2,0,TBD,TBD,TBD,63,M,21,2007
307,Quality Improvement by Experimental Design,2014-1-10,1.8,0,TBD,TBD,TBD,64,F,16,2011
225,Principles of Entrepreneurship,2016-1-6,1.4,0,TBD,TBD,TBD,65,F,20,2008
210,"Methods, Standards and Work Design",,3.7,0,TBD,TBD,TBD,66,F,20,2010
210,"Methods, Standards and Work Design",,1.1,0,TBD,TBD,TBD,68,F,18,2010
307,Quality Improvement by Experimental Design,2014-1-10,2.9,0,TBD,TBD,TBD,68,F,18,2010
307,Quality Improvement by Experimental Design,2014-1-10,1.7,0,TBD,TBD,TBD,72,M,19,2010
225,Principles of Entrepreneurship,2016-1-6,2,0,TBD,TBD,TBD,73,M,22,2007
210,"Methods, Standards and Work Design",,2.8,0,TBD,TBD,TBD,74,F,22,2009
225,Principles of Entrepreneurship,2016-1-6,2.3,0,TBD,TBD,TBD,74,F,22,2009
307,Quality Improvement by Experimental Design,2014-1-10,3.9,0,TBD,TBD,TBD,75,M,19,2008
210,"Methods, Standards and Work Design",,1.5,0,TBD,TBD,TBD,78,M,22,2008
307,Quality Improvement by Experimental Design,2014-1-10,1.5,0,TBD,TBD,TBD,79,F,22,2007
307,Quality Improvement by Experimental Design,2014-1-10,3.2,0,TBD,TBD,TBD,80,M,20,2011
307,Quality Improvement by Experimental Design,2014-1-10,2.2,0,TBD,TBD,TBD,83,M,,2009
210,"Methods, Standards and Work Design",,3.4,0,TBD,TBD,TBD,84,M,19,2009
225,Principles of Entrepreneurship,2016-1-6,3.7,0,TBD,TBD,TBD,84,M,19,2009
307,Quality Improvement by Experimental Design,2014-1-10,2.4,0,TBD,TBD,TBD,84,M,19,2009
210,"Methods, Standards and Work Design",,3.9,0,TBD,TBD,TBD,85,M,20,2010
225,Principles of Entrepreneurship,2016-1-6,4,0,TBD,TBD,TBD,85,M,20,2010
307,Quality Improvement by Experimental Design,2014-1-10,2.8,0,TBD,TBD,TBD,85,M,20,2010
210,"Methods, Standards and Work Design",,2.3,0,TBD,TBD,TBD,86,M,22,2007
225,Principles of Entrepreneurship,2016-1-6,3.6,0,TBD,TBD,TBD,86,M,22,2007
210,"Methods, Standards and Work Design",,2.6,0,TBD,TBD,TBD,87,M,20,2007
225,Principles of Entrepreneurship,2016-1-6,2.5,0,TBD,TBD,TBD,89,F,18,2011
210,"Methods, Standards and Work Design",,3,0,TBD,TBD,TBD,90,F,22,2007
307,Quality Improvement by Experimental Design,2014-1-10,3,0,TBD,TBD,TBD,90,F,22,2007
225,Principles of Entrepreneurship,2016-1-6,3.1,0,TBD,TBD,TBD,92,M,20,2010
307,Quality Improvement by Experimental Design,2014-1-10,3.1,0,TBD,TBD,TBD,92,M,20,2010
225,Principles of Entrepreneurship,2016-1-6,2,0,TBD,TBD,TBD,93,M,18,2009
210,"Methods, Standards and Work Design",,3.5,0,TBD,TBD,TBD,94,F,17,2011
210,"Methods, Standards and Work Design",,1.5,0,TBD,TBD,TBD,98,M,21,2007
307,Quality Improvement by Experimental Design,2014-1-10,3,0,TBD,TBD,TBD,98,M,21,2007
373,Introduction to Financial Engineering,2014-1-7,2.5,10,Vadim,Lubskey,Professor,4,F,17,2010
373,Introduction to Financial Engineering,2014-1-7,2.3,10,Vadim,Lubskey,Professor,5,,21,2010
373,Introduction to Financial Engineering,2014-1-7,2,10,Vadim,Lubskey,Professor,6,,16,2011
373,Introduction to Financial Engineering,2014-1-7,3.4,10,Vadim,Lubskey,Professor,7,F,18,2011
373,Introduction to Financial Engineering,2014-1-7,1.7,10,Vadim,Lubskey,Professor,8,F,18,2011
373,Introduction to Financial Engineering,2014-1-7,3.8,10,Vadim,Lubskey,Professor,16,M,17,2011
373,Introduction to Financial Engineering,2014-1-7,3.8,10,Vadim,Lubskey,Professor,17,F,20,2011
373,Introduction to Financial Engineering,2014-1-7,2.6,10,Vadim,Lubskey,Professor,21,M,22,2008
373,Introduction to Financial Engineering,2014-1-7,3.9,10,Vadim,Lubskey,Professor,22,F,16,2011
373,Introduction to Financial Engineering,2014-1-7,3,10,Vadim,Lubskey,Professor,26,F,16,2011
373,Introduction to Financial Engineering,2014-1-7,3.6,10,Vadim,Lubskey,Professor,29,F,20,2008
373,Introduction to Financial Engineering,2014-1-7,2.4,10,Vadim,Lubskey,Professor,32,F,17,2011
373,Introduction to Financial Engineering,2014-1-7,3.7,10,Vadim,Lubskey,Professor,36,M,20,2009
373,Introduction to Financial Engineering,2014-1-7,1.6,10,Vadim,Lubskey,Professor,37,F,23,2007
373,Introduction to Financial Engineering,2014-1-7,1.4,10,Vadim,Lubskey,Professor,43,M,17,2011
373,Introduction to Financial Engineering,2014-1-7,2,10,Vadim,Lubskey,Professor,46,F,22,2008
